"category","question","contexts","answer","ground_truth","context_precision","context_recall","faithfulness","answer_relevancy"
"Logic phức hợp","Mình là học sinh chuyên, được giải 3 quốc gia thì xét thẳng vào Kỹ thuật điện hay Kỹ thuật xây dựng ưu tiên hơn?","['Tài liệu Kỹ thuật điện và Kỹ thuật xây dựng']","So sánh: Phân tích giữa Kỹ thuật điện và Kỹ thuật xây dựng...","Phân tích giữa Kỹ thuật điện và Kỹ thuật xây dựng...","0.8737","0.8365","0.924","0.8507"
"Tra cứu đơn lẻ","Mức điểm trúng tuyển ngành Logistics năm 2022?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Logistics năm 2022.","Thông tin cơ bản về Logistics năm 2022.","0.9492","0.9941","0.9776","0.953"
"Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Quản trị khách sạn năm 2022 không?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Quản trị khách sạn năm 2022.","Thông tin cơ bản về Quản trị khách sạn năm 2022.","0.9551","0.9615","0.9884","0.9489"
"Đa bậc đào tạo","Học VB2 Quản trị kinh doanh cần gì?","['Tài liệu liên thông/SĐH']","Hệ sau ĐH: Thông tin bậc đào tạo sau ĐH ngành Quản trị kinh doanh.","Thông tin bậc đào tạo sau ĐH ngành Quản trị kinh doanh.","0.8308","0.8449","0.9026","0.8755"
"Từ lóng viết tắt","Em học dốt toán có vào đc Luật không?","['Giải nghĩa: Luật']","Nhận diện Luật. Thông tin chi tiết về Luật.","Thông tin chi tiết về Luật.","0.8979","0.9383","0.9048","0.9213"
"Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Công nghệ thông tin năm 2024?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Công nghệ thông tin năm 2024.","Thông tin cơ bản về Công nghệ thông tin năm 2024.","0.9294","0.9908","0.9865","0.9237"
"Ngoài phạm vi","Mình muốn học nấu ăn thì đăng ký ở đâu?","[]","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","","","","0.961"
"Từ lóng viết tắt","Điểm chuẩn KTS?","['Giải nghĩa: KTS']","Nhận diện KTS. Thông tin chi tiết về KTS.","Thông tin chi tiết về KTS.","0.912","0.9346","0.8772","0.9288"
"Từ lóng viết tắt","Em học dốt toán có vào đc QTKD không?","['Giải nghĩa: QTKD']","Nhận diện QTKD. Thông tin chi tiết về QTKD.","Thông tin chi tiết về QTKD.","0.8734","0.9353","0.8816","0.9237"
"Tra cứu đơn lẻ","Học phí ngành Quản trị kinh doanh năm 2022 là bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Quản trị kinh doanh năm 2022.","Thông tin cơ bản về Quản trị kinh doanh năm 2022.","0.9604","0.9862","0.9885","0.9595"
"Từ lóng viết tắt","Điểm chuẩn Log?","['Giải nghĩa: Log']","Nhận diện Log. Thông tin chi tiết về Log.","Thông tin chi tiết về Log.","0.8831","0.9314","0.9006","0.9096"
"Từ lóng viết tắt","review ngành QTKD ở TLU?","['Giải nghĩa: QTKD']","Nhận diện QTKD. Thông tin chi tiết về QTKD.","Thông tin chi tiết về QTKD.","0.9174","0.9431","0.9077","0.9259"
"Tra cứu đơn lẻ","Điểm chuẩn ngành Hệ thống thông tin năm 2024 là bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Hệ thống thông tin năm 2024.","Thông tin cơ bản về Hệ thống thông tin năm 2024.","0.9573","0.9761","0.9769","0.9429"
"Đa bậc đào tạo","Học phí thạc sĩ ngành Tài chính ngân hàng là bao nhiêu?","['Tài liệu liên thông/SĐH']","Hệ sau ĐH: Thông tin bậc đào tạo sau ĐH ngành Tài chính ngân hàng.","Thông tin bậc đào tạo sau ĐH ngành Tài chính ngân hàng.","0.8804","0.8097","0.8939","0.829"
"Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Ngôn ngữ Anh năm 2024 không?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Ngôn ngữ Anh năm 2024.","Thông tin cơ bản về Ngôn ngữ Anh năm 2024.","0.9401","0.9775","0.9682","0.9552"
"Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Thương mại điện tử năm 2022 không?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Thương mại điện tử năm 2022.","Thông tin cơ bản về Thương mại điện tử năm 2022.","0.9593","0.9605","0.9596","0.9242"
"Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Kinh tế số năm 2024 không?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kinh tế số năm 2024.","Thông tin cơ bản về Kinh tế số năm 2024.","0.9664","0.9623","0.9843","0.9312"
"Đa bậc đào tạo","Tiến sĩ ngành Hệ thống thông tin đào tạo mấy năm?","['Tài liệu liên thông/SĐH']","Hệ sau ĐH: Thông tin bậc đào tạo sau ĐH ngành Hệ thống thông tin.","Thông tin bậc đào tạo sau ĐH ngành Hệ thống thông tin.","0.8584","0.8107","0.9177","0.8386"
"Đa bậc đào tạo","Mình tốt nghiệp cao đẳng muốn liên thông Kỹ thuật phần mềm?","['Tài liệu liên thông/SĐH']","Hệ sau ĐH: Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật phần mềm.","Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật phần mềm.","0.8706","0.8202","0.8706","0.8528"
"Đa bậc đào tạo","Mình tốt nghiệp cao đẳng muốn liên thông Kỹ thuật ô tô?","['Tài liệu liên thông/SĐH']","Hệ sau ĐH: Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật ô tô.","Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật ô tô.","0.874","0.819","0.8622","0.8539"
"Ngoài phạm vi","Kỹ năng giao tiếp hiệu quả?","[]","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","","","","0.9698"
"Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Quản trị khách sạn năm 2024?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Quản trị khách sạn năm 2024.","Thông tin cơ bản về Quản trị khách sạn năm 2024.","0.9177","0.9505","0.9459","0.9217"
"Tra cứu đơn lẻ","Học phí ngành Ngôn ngữ Anh năm 2022 là bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Ngôn ngữ Anh năm 2022.","Thông tin cơ bản về Ngôn ngữ Anh năm 2022.","0.9102","0.9625","0.9693","0.9638"
"Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Quản trị kinh doanh năm 2024 không?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Quản trị kinh doanh năm 2024.","Thông tin cơ bản về Quản trị kinh doanh năm 2024.","0.9358","0.9825","0.9451","0.9538"
"Đa bậc đào tạo","Học VB2 Hệ thống thông tin cần gì?","['Tài liệu liên thông/SĐH']","Hệ sau ĐH: Thông tin bậc đào tạo sau ĐH ngành Hệ thống thông tin.","Thông tin bậc đào tạo sau ĐH ngành Hệ thống thông tin.","0.8664","0.8026","0.8718","0.8413"
"Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Ngôn ngữ Anh năm 2023 không?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Ngôn ngữ Anh năm 2023.","Thông tin cơ bản về Ngôn ngữ Anh năm 2023.","0.9527","0.9606","0.9474","0.9505"
"Logic phức hợp","Nếu mình được 24 điểm khối A00 thì có đỗ Kinh tế số không, và học phí so với Quản trị khách sạn thế nào?","['Tài liệu Kinh tế số và Quản trị khách sạn']","So sánh: Phân tích giữa Kinh tế số và Quản trị khách sạn...","Phân tích giữa Kinh tế số và Quản trị khách sạn...","0.8581","0.8691","0.887","0.8608"
"Tra cứu đơn lẻ","Chỉ tiêu ngành Kế toán năm 2023 lấy bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kế toán năm 2023.","Thông tin cơ bản về Kế toán năm 2023.","0.9366","0.9682","0.9849","0.932"
"Tra cứu đơn lẻ","Khối thi của ngành Kỹ thuật cơ khí năm 2022 là gì?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kỹ thuật cơ khí năm 2022.","Thông tin cơ bản về Kỹ thuật cơ khí năm 2022.","0.9596","0.9804","0.9401","0.9327"
"Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Quản trị khách sạn năm 2023?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Quản trị khách sạn năm 2023.","Thông tin cơ bản về Quản trị khách sạn năm 2023.","0.9232","0.975","0.9338","0.9467"
"Logic phức hợp","Cơ hội việc làm của Trí tuệ nhân tạo và Kỹ thuật máy tính cái nào tốt hơn?","['Tài liệu Trí tuệ nhân tạo và Kỹ thuật máy tính']","So sánh: Phân tích giữa Trí tuệ nhân tạo và Kỹ thuật máy tính...","Phân tích giữa Trí tuệ nhân tạo và Kỹ thuật máy tính...","0.8682","0.8255","0.9185","0.8519"
"Đa bậc đào tạo","Chi phí học cao học ngành Kỹ thuật xây dựng?","['Tài liệu liên thông/SĐH']","Hệ sau ĐH: Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật xây dựng.","Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật xây dựng.","0.8311","0.7973","0.9116","0.8671"
"Từ lóng viết tắt","Em học dốt toán có vào đc TCNH không?","['Giải nghĩa: TCNH']","Nhận diện TCNH. Thông tin chi tiết về TCNH.","Thông tin chi tiết về TCNH.","0.9073","0.9274","0.8865","0.9063"
"Logic phức hợp","Ngành Kỹ thuật phần mềm và Hệ thống thông tin ngành nào lấy điểm cao hơn năm 2024?","['Tài liệu Kỹ thuật phần mềm và Hệ thống thông tin']","So sánh: Phân tích giữa Kỹ thuật phần mềm và Hệ thống thông tin...","Phân tích giữa Kỹ thuật phần mềm và Hệ thống thông tin...","0.8908","0.8342","0.9262","0.8622"
"Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Cơ điện tử năm 2022?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Cơ điện tử năm 2022.","Thông tin cơ bản về Cơ điện tử năm 2022.","0.9575","0.9652","0.981","0.9397"
"Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Kỹ thuật cơ khí năm 2024?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kỹ thuật cơ khí năm 2024.","Thông tin cơ bản về Kỹ thuật cơ khí năm 2024.","0.9585","0.9861","0.9775","0.9526"
"Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Quản trị kinh doanh năm 2023?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Quản trị kinh doanh năm 2023.","Thông tin cơ bản về Quản trị kinh doanh năm 2023.","0.9458","0.9579","0.9839","0.9589"
"Logic phức hợp","Ngành Cơ điện tử và Kỹ thuật ô tô ngành nào lấy điểm cao hơn năm 2024?","['Tài liệu Cơ điện tử và Kỹ thuật ô tô']","So sánh: Phân tích giữa Cơ điện tử và Kỹ thuật ô tô...","Phân tích giữa Cơ điện tử và Kỹ thuật ô tô...","0.8901","0.8491","0.9187","0.852"
"Ngoài phạm vi","Kinh nghiệm săn vé máy bay giá rẻ?","[]","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","","","","0.9661"
"Từ lóng viết tắt","Ngành XD học phí ntn?","['Giải nghĩa: XD']","Nhận diện XD. Thông tin chi tiết về XD.","Thông tin chi tiết về XD.","0.9156","0.9086","0.8874","0.8924"
"Tra cứu đơn lẻ","Học phí ngành Cơ điện tử năm 2023 là bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Cơ điện tử năm 2023.","Thông tin cơ bản về Cơ điện tử năm 2023.","0.9175","0.9615","0.9724","0.9351"
"Tra cứu đơn lẻ","Điểm chuẩn ngành Kỹ thuật phần mềm năm 2022 là bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kỹ thuật phần mềm năm 2022.","Thông tin cơ bản về Kỹ thuật phần mềm năm 2022.","0.9387","0.9752","0.9616","0.9636"
"Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Tài chính ngân hàng năm 2024?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Tài chính ngân hàng năm 2024.","Thông tin cơ bản về Tài chính ngân hàng năm 2024.","0.955","0.9962","0.9383","0.9521"
"Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Ngôn ngữ Anh năm 2022 không?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Ngôn ngữ Anh năm 2022.","Thông tin cơ bản về Ngôn ngữ Anh năm 2022.","0.911","0.9544","0.9686","0.9653"
"Tra cứu đơn lẻ","Khối thi của ngành Ngôn ngữ Anh năm 2024 là gì?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Ngôn ngữ Anh năm 2024.","Thông tin cơ bản về Ngôn ngữ Anh năm 2024.","0.9479","0.9574","0.9339","0.9748"
"Từ lóng viết tắt","Học Luật tốn bao nhiêu tiền?","['Giải nghĩa: Luật']","Nhận diện Luật. Thông tin chi tiết về Luật.","Thông tin chi tiết về Luật.","0.878","0.9456","0.8659","0.9354"
"Ngoài phạm vi","Tuyến xe buýt nào đi qua Hồ Gươm?","[]","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","","","","0.9275"
"Tra cứu đơn lẻ","Khối thi của ngành Công nghệ thông tin năm 2023 là gì?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Công nghệ thông tin năm 2023.","Thông tin cơ bản về Công nghệ thông tin năm 2023.","0.9671","0.9968","0.9313","0.971"
"Từ lóng viết tắt","Chỉ tiêu Log trường lấy bn?","['Giải nghĩa: Log']","Nhận diện Log. Thông tin chi tiết về Log.","Thông tin chi tiết về Log.","0.9243","0.9354","0.9007","0.9129"
"Đa bậc đào tạo","Điều kiện học văn bằng 2 ngành Hệ thống thông tin?","['Tài liệu liên thông/SĐH']","Hệ sau ĐH: Thông tin bậc đào tạo sau ĐH ngành Hệ thống thông tin.","Thông tin bậc đào tạo sau ĐH ngành Hệ thống thông tin.","0.8407","0.7902","0.8762","0.8292"
"Tra cứu đơn lẻ","Chỉ tiêu ngành Cơ điện tử năm 2022 lấy bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Cơ điện tử năm 2022.","Thông tin cơ bản về Cơ điện tử năm 2022.","0.9347","0.9751","0.9869","0.9709"
"Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Cơ điện tử năm 2023?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Cơ điện tử năm 2023.","Thông tin cơ bản về Cơ điện tử năm 2023.","0.9271","0.9637","0.9443","0.9342"
"Logic phức hợp","Học bổng của ngành Logistics yêu cầu GPA bao nhiêu và so với Ngôn ngữ Anh có dễ hơn không?","['Tài liệu Logistics và Ngôn ngữ Anh']","So sánh: Phân tích giữa Logistics và Ngôn ngữ Anh...","Phân tích giữa Logistics và Ngôn ngữ Anh...","0.8602","0.8499","0.9067","0.851"
"Từ lóng viết tắt","Chỉ tiêu KTĐ trường lấy bn?","['Giải nghĩa: KTĐ']","Nhận diện KTĐ. Thông tin chi tiết về KTĐ.","Thông tin chi tiết về KTĐ.","0.8852","0.9318","0.8869","0.8912"
"Từ lóng viết tắt","Em học dốt toán có vào đc TMĐT không?","['Giải nghĩa: TMĐT']","Nhận diện TMĐT. Thông tin chi tiết về TMĐT.","Thông tin chi tiết về TMĐT.","0.9129","0.895","0.901","0.9132"
"Tra cứu đơn lẻ","Chỉ tiêu ngành Công nghệ thông tin năm 2024 lấy bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Công nghệ thông tin năm 2024.","Thông tin cơ bản về Công nghệ thông tin năm 2024.","0.9689","0.9947","0.9486","0.9231"
"Tra cứu đơn lẻ","Học phí ngành Kỹ thuật xây dựng năm 2024 là bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kỹ thuật xây dựng năm 2024.","Thông tin cơ bản về Kỹ thuật xây dựng năm 2024.","0.9395","0.957","0.9767","0.9319"
"Đa bậc đào tạo","Chi phí học cao học ngành Hệ thống thông tin?","['Tài liệu liên thông/SĐH']","Hệ sau ĐH: Thông tin bậc đào tạo sau ĐH ngành Hệ thống thông tin.","Thông tin bậc đào tạo sau ĐH ngành Hệ thống thông tin.","0.8457","0.8241","0.8733","0.8777"
"Tra cứu đơn lẻ","Khối thi của ngành Quản trị kinh doanh năm 2023 là gì?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Quản trị kinh doanh năm 2023.","Thông tin cơ bản về Quản trị kinh doanh năm 2023.","0.9361","0.9871","0.936","0.9267"
"Tra cứu đơn lẻ","Điểm chuẩn ngành Quản trị kinh doanh năm 2024 là bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Quản trị kinh doanh năm 2024.","Thông tin cơ bản về Quản trị kinh doanh năm 2024.","0.9402","0.9738","0.9733","0.9437"
