"id","category","question","ground_truth"
"183","Ngoài phạm vi","Cách làm trà sữa trân châu tại nhà?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"184","Logic phức hợp","Học bổng của ngành Kỹ thuật ô tô yêu cầu GPA bao nhiêu và so với Kỹ thuật điện có dễ hơn không?","Phân tích giữa Kỹ thuật ô tô và Kỹ thuật điện..."
"185","Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Kỹ thuật máy tính năm 2022?","Thông tin cơ bản về Kỹ thuật máy tính năm 2022."
"186","Tra cứu đơn lẻ","Điểm chuẩn ngành Kỹ thuật ô tô năm 2022 là bao nhiêu?","Thông tin cơ bản về Kỹ thuật ô tô năm 2022."
"187","Tra cứu đơn lẻ","Điểm chuẩn ngành Quản trị kinh doanh năm 2023 là bao nhiêu?","Thông tin cơ bản về Quản trị kinh doanh năm 2023."
"188","Tra cứu đơn lẻ","Mức điểm trúng tuyển ngành Tài chính ngân hàng năm 2023?","Thông tin cơ bản về Tài chính ngân hàng năm 2023."
"189","Tra cứu đơn lẻ","Điểm chuẩn ngành Kỹ thuật phần mềm năm 2023 là bao nhiêu?","Thông tin cơ bản về Kỹ thuật phần mềm năm 2023."
"190","Tra cứu đơn lẻ","Khối thi của ngành Kỹ thuật phần mềm năm 2022 là gì?","Thông tin cơ bản về Kỹ thuật phần mềm năm 2022."
"191","Đa bậc đào tạo","Điều kiện học văn bằng 2 ngành Logistics?","Thông tin bậc đào tạo sau ĐH ngành Logistics."
"192","Tra cứu đơn lẻ","Điểm chuẩn ngành Kế toán năm 2022 là bao nhiêu?","Thông tin cơ bản về Kế toán năm 2022."
"193","Tra cứu đơn lẻ","Mức điểm trúng tuyển ngành Trí tuệ nhân tạo năm 2024?","Thông tin cơ bản về Trí tuệ nhân tạo năm 2024."
"194","Từ lóng viết tắt","Chỉ tiêu TMĐT trường lấy bn?","Thông tin chi tiết về TMĐT."
"195","Từ lóng viết tắt","Ngành CK học phí ntn?","Thông tin chi tiết về CK."
"196","Tra cứu đơn lẻ","Học phí ngành Ngôn ngữ Anh năm 2023 là bao nhiêu?","Thông tin cơ bản về Ngôn ngữ Anh năm 2023."
"197","Logic phức hợp","Mình là học sinh chuyên, được giải 3 quốc gia thì xét thẳng vào Khoa học máy tính hay Trí tuệ nhân tạo ưu tiên hơn?","Phân tích giữa Khoa học máy tính và Trí tuệ nhân tạo..."
"198","Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Hệ thống thông tin năm 2022?","Thông tin cơ bản về Hệ thống thông tin năm 2022."
"199","Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Kế toán năm 2023 không?","Thông tin cơ bản về Kế toán năm 2023."
"200","Tra cứu đơn lẻ","Khối thi của ngành Cơ điện tử năm 2024 là gì?","Thông tin cơ bản về Cơ điện tử năm 2024."
"201","Tra cứu đơn lẻ","Điểm chuẩn ngành Kinh tế số năm 2023 là bao nhiêu?","Thông tin cơ bản về Kinh tế số năm 2023."
"202","Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Ngôn ngữ Anh năm 2024?","Thông tin cơ bản về Ngôn ngữ Anh năm 2024."
"203","Đa bậc đào tạo","Học phí thạc sĩ ngành Thương mại điện tử là bao nhiêu?","Thông tin bậc đào tạo sau ĐH ngành Thương mại điện tử."
"204","Từ lóng viết tắt","Slot vào KHMT?","Thông tin chi tiết về KHMT."
"205","Từ lóng viết tắt","Thi khối nào vào Luật?","Thông tin chi tiết về Luật."
"206","Logic phức hợp","Học bổng của ngành Kế toán yêu cầu GPA bao nhiêu và so với Tài chính ngân hàng có dễ hơn không?","Phân tích giữa Kế toán và Tài chính ngân hàng..."
"207","Logic phức hợp","Nếu mình được 24 điểm khối A00 thì có đỗ Kỹ thuật cơ khí không, và học phí so với Cơ điện tử thế nào?","Phân tích giữa Kỹ thuật cơ khí và Cơ điện tử..."
"208","Tra cứu đơn lẻ","Mức điểm trúng tuyển ngành Hệ thống thông tin năm 2023?","Thông tin cơ bản về Hệ thống thông tin năm 2023."
"209","Ngoài phạm vi","Hôm nay đánh con lô gì?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"210","Tra cứu đơn lẻ","Khối thi của ngành Kỹ thuật cơ khí năm 2024 là gì?","Thông tin cơ bản về Kỹ thuật cơ khí năm 2024."
"211","Tra cứu đơn lẻ","Khối thi của ngành Logistics năm 2024 là gì?","Thông tin cơ bản về Logistics năm 2024."
"212","Tra cứu đơn lẻ","Điểm chuẩn ngành Khoa học máy tính năm 2022 là bao nhiêu?","Thông tin cơ bản về Khoa học máy tính năm 2022."
"213","Đa bậc đào tạo","Điều kiện học văn bằng 2 ngành Tài chính ngân hàng?","Thông tin bậc đào tạo sau ĐH ngành Tài chính ngân hàng."
"214","Tra cứu đơn lẻ","Ngành Tài chính ngân hàng xét những tổ hợp môn nào trong năm 2024?","Thông tin cơ bản về Tài chính ngân hàng năm 2024."
"215","Logic phức hợp","Nếu mình được 24 điểm khối A00 thì có đỗ Kỹ thuật máy tính không, và học phí so với Quản trị kinh doanh thế nào?","Phân tích giữa Kỹ thuật máy tính và Quản trị kinh doanh..."
"216","Tra cứu đơn lẻ","Chỉ tiêu ngành Trí tuệ nhân tạo năm 2022 lấy bao nhiêu?","Thông tin cơ bản về Trí tuệ nhân tạo năm 2022."
"217","Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Cơ điện tử năm 2024?","Thông tin cơ bản về Cơ điện tử năm 2024."
"218","Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Hệ thống thông tin năm 2024?","Thông tin cơ bản về Hệ thống thông tin năm 2024."
"219","Tra cứu đơn lẻ","Mức điểm trúng tuyển ngành Hệ thống thông tin năm 2022?","Thông tin cơ bản về Hệ thống thông tin năm 2022."
"220","Đa bậc đào tạo","Chi phí học cao học ngành Kỹ thuật phần mềm?","Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật phần mềm."
"221","Logic phức hợp","Nếu mình được 24 điểm khối A00 thì có đỗ Công nghệ thông tin không, và học phí so với Kỹ thuật phần mềm thế nào?","Phân tích giữa Công nghệ thông tin và Kỹ thuật phần mềm..."
"222","Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Kỹ thuật cơ khí năm 2022 không?","Thông tin cơ bản về Kỹ thuật cơ khí năm 2022."
"223","Đa bậc đào tạo","Tiến sĩ ngành Kế toán đào tạo mấy năm?","Thông tin bậc đào tạo sau ĐH ngành Kế toán."
"224","Đa bậc đào tạo","Chỉ tiêu tuyển sinh cao học ngành Kỹ thuật cơ khí năm nay?","Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật cơ khí."
"225","Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Khoa học máy tính năm 2024 không?","Thông tin cơ bản về Khoa học máy tính năm 2024."
"226","Logic phức hợp","Cơ hội việc làm của Trí tuệ nhân tạo và Kỹ thuật máy tính cái nào tốt hơn?","Phân tích giữa Trí tuệ nhân tạo và Kỹ thuật máy tính..."
"227","Tra cứu đơn lẻ","Khối thi của ngành Công nghệ thông tin năm 2024 là gì?","Thông tin cơ bản về Công nghệ thông tin năm 2024."
"228","Tra cứu đơn lẻ","Học phí ngành Kỹ thuật điện năm 2024 là bao nhiêu?","Thông tin cơ bản về Kỹ thuật điện năm 2024."
"229","Tra cứu đơn lẻ","Ngành Luật xét những tổ hợp môn nào trong năm 2023?","Thông tin cơ bản về Luật năm 2023."
"230","Tra cứu đơn lẻ","Điểm chuẩn ngành Khoa học máy tính năm 2023 là bao nhiêu?","Thông tin cơ bản về Khoa học máy tính năm 2023."
"231","Tra cứu đơn lẻ","Chỉ tiêu ngành Quản trị khách sạn năm 2022 lấy bao nhiêu?","Thông tin cơ bản về Quản trị khách sạn năm 2022."
"232","Ngoài phạm vi","Top 10 phim Netflix hay nhất?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"233","Logic phức hợp","Nếu mình được 24 điểm khối A00 thì có đỗ Kỹ thuật cơ khí không, và học phí so với Cơ điện tử thế nào?","Phân tích giữa Kỹ thuật cơ khí và Cơ điện tử..."
"234","Tra cứu đơn lẻ","Học phí ngành Hệ thống thông tin năm 2024 là bao nhiêu?","Thông tin cơ bản về Hệ thống thông tin năm 2024."
"235","Từ lóng viết tắt","Slot vào Log?","Thông tin chi tiết về Log."
"236","Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Hệ thống thông tin năm 2024?","Thông tin cơ bản về Hệ thống thông tin năm 2024."
"237","Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Logistics năm 2023?","Thông tin cơ bản về Logistics năm 2023."
"238","Từ lóng viết tắt","Slot vào DL?","Thông tin chi tiết về DL."
"239","Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Quản trị khách sạn năm 2022?","Thông tin cơ bản về Quản trị khách sạn năm 2022."
"240","Tra cứu đơn lẻ","Chỉ tiêu ngành Ngôn ngữ Anh năm 2024 lấy bao nhiêu?","Thông tin cơ bản về Ngôn ngữ Anh năm 2024."
"241","Ngoài phạm vi","Cách chữa bệnh đau dạ dày?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"242","Logic phức hợp","Học bổng của ngành Kỹ thuật ô tô yêu cầu GPA bao nhiêu và so với Kỹ thuật điện có dễ hơn không?","Phân tích giữa Kỹ thuật ô tô và Kỹ thuật điện..."
"243","Logic phức hợp","Ngành Quản trị kinh doanh và Kế toán ngành nào lấy điểm cao hơn năm 2024?","Phân tích giữa Quản trị kinh doanh và Kế toán..."
"244","Từ lóng viết tắt","Slot vào CK?","Thông tin chi tiết về CK."
"245","Tra cứu đơn lẻ","Khối thi của ngành Kỹ thuật xây dựng năm 2024 là gì?","Thông tin cơ bản về Kỹ thuật xây dựng năm 2024."
"246","Từ lóng viết tắt","Em học dốt toán có vào đc Nước không?","Thông tin chi tiết về Nước."
"247","Đa bậc đào tạo","Trường tuyển bao nhiêu thạc sĩ Luật?","Thông tin bậc đào tạo sau ĐH ngành Luật."
"248","Ngoài phạm vi","Nên đi du lịch ở đâu vào mùa hè?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"249","Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Kỹ thuật xây dựng năm 2022 không?","Thông tin cơ bản về Kỹ thuật xây dựng năm 2022."
"250","Tra cứu đơn lẻ","Điểm chuẩn ngành Cơ điện tử năm 2023 là bao nhiêu?","Thông tin cơ bản về Cơ điện tử năm 2023."
"251","Từ lóng viết tắt","Điểm chuẩn CK?","Thông tin chi tiết về CK."
"252","Từ lóng viết tắt","Thi khối nào vào CK?","Thông tin chi tiết về CK."
"253","Từ lóng viết tắt","review ngành DL ở TLU?","Thông tin chi tiết về DL."
"254","Từ lóng viết tắt","Chỉ tiêu KHMT trường lấy bn?","Thông tin chi tiết về KHMT."
"255","Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Thương mại điện tử năm 2023?","Thông tin cơ bản về Thương mại điện tử năm 2023."
"256","Từ lóng viết tắt","Em học dốt toán có vào đc CNTT không?","Thông tin chi tiết về CNTT."
"257","Từ lóng viết tắt","Học XD tốn bao nhiêu tiền?","Thông tin chi tiết về XD."
"258","Từ lóng viết tắt","review ngành HTTT ở TLU?","Thông tin chi tiết về HTTT."
"259","Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Kỹ thuật điện năm 2024 không?","Thông tin cơ bản về Kỹ thuật điện năm 2024."
"260","Tra cứu đơn lẻ","Ngành Quản trị kinh doanh xét những tổ hợp môn nào trong năm 2024?","Thông tin cơ bản về Quản trị kinh doanh năm 2024."
"261","Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Kế toán năm 2022?","Thông tin cơ bản về Kế toán năm 2022."
"262","Logic phức hợp","Cơ hội việc làm của Luật và Kỹ thuật cơ khí cái nào tốt hơn?","Phân tích giữa Luật và Kỹ thuật cơ khí..."
"263","Đa bậc đào tạo","Tiến sĩ ngành Luật đào tạo mấy năm?","Thông tin bậc đào tạo sau ĐH ngành Luật."
"264","Logic phức hợp","Mình là học sinh chuyên, được giải 3 quốc gia thì xét thẳng vào Khoa học máy tính hay Trí tuệ nhân tạo ưu tiên hơn?","Phân tích giữa Khoa học máy tính và Trí tuệ nhân tạo..."
"265","Đa bậc đào tạo","Trường tuyển bao nhiêu thạc sĩ Kỹ thuật xây dựng?","Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật xây dựng."
"266","Logic phức hợp","Nếu mình được 24 điểm khối A00 thì có đỗ Kinh tế số không, và học phí so với Quản trị khách sạn thế nào?","Phân tích giữa Kinh tế số và Quản trị khách sạn..."
"267","Ngoài phạm vi","Phần mềm chỉnh sửa ảnh miễn phí?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"268","Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Kỹ thuật máy tính năm 2022?","Thông tin cơ bản về Kỹ thuật máy tính năm 2022."
"269","Ngoài phạm vi","Thủ tục làm hộ chiếu online?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"270","Tra cứu đơn lẻ","Mức điểm trúng tuyển ngành Trí tuệ nhân tạo năm 2023?","Thông tin cơ bản về Trí tuệ nhân tạo năm 2023."
"271","Từ lóng viết tắt","review ngành CNTT ở TLU?","Thông tin chi tiết về CNTT."
"272","Tra cứu đơn lẻ","Học phí ngành Kỹ thuật điện năm 2022 là bao nhiêu?","Thông tin cơ bản về Kỹ thuật điện năm 2022."
"273","Tra cứu đơn lẻ","Ngành Trí tuệ nhân tạo xét những tổ hợp môn nào trong năm 2023?","Thông tin cơ bản về Trí tuệ nhân tạo năm 2023."
"274","Đa bậc đào tạo","Chỉ tiêu tuyển sinh cao học ngành Ngôn ngữ Anh năm nay?","Thông tin bậc đào tạo sau ĐH ngành Ngôn ngữ Anh."
"275","Tra cứu đơn lẻ","Học phí ngành Công nghệ thông tin năm 2023 là bao nhiêu?","Thông tin cơ bản về Công nghệ thông tin năm 2023."
"276","Đa bậc đào tạo","Thời gian học NCS ngành Kỹ thuật cơ khí?","Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật cơ khí."
"277","Ngoài phạm vi","Người ngoài hành tinh có thật không?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"278","Logic phức hợp","Cơ hội việc làm của Kỹ thuật xây dựng và Công nghệ thông tin cái nào tốt hơn?","Phân tích giữa Kỹ thuật xây dựng và Công nghệ thông tin..."
"279","Đa bậc đào tạo","Mình tốt nghiệp cao đẳng muốn liên thông Hệ thống thông tin?","Thông tin bậc đào tạo sau ĐH ngành Hệ thống thông tin."
"280","Ngoài phạm vi","Kinh nghiệm du lịch Đà Lạt 3 ngày 2 đêm?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"281","Logic phức hợp","Cơ hội việc làm của Thương mại điện tử và Kinh tế số cái nào tốt hơn?","Phân tích giữa Thương mại điện tử và Kinh tế số..."
"282","Đa bậc đào tạo","Trường tuyển bao nhiêu thạc sĩ Thương mại điện tử?","Thông tin bậc đào tạo sau ĐH ngành Thương mại điện tử."
"283","Tra cứu đơn lẻ","Mức điểm trúng tuyển ngành Kỹ thuật xây dựng năm 2024?","Thông tin cơ bản về Kỹ thuật xây dựng năm 2024."
"284","Tra cứu đơn lẻ","Chỉ tiêu ngành Kỹ thuật xây dựng năm 2022 lấy bao nhiêu?","Thông tin cơ bản về Kỹ thuật xây dựng năm 2022."
"285","Tra cứu đơn lẻ","Chỉ tiêu ngành Tài chính ngân hàng năm 2022 lấy bao nhiêu?","Thông tin cơ bản về Tài chính ngân hàng năm 2022."
